
CET,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2006-1-1,32,29,26,18,15,14,64,55,48,29.92,29.70,29.47,6,6,6,6,3,,0.00,5,,104
2006-1-2,37,34,30,27,25,18,75,67,55,30.18,30.12,29.95,6,6,6,10,5,,0.00,3,,138
2006-1-3,41,39,37,36,34,28,93,84,65,30.45,30.24,30.12,6,6,5,21,13,29,0.00,6,Rain,141
2006-1-4,39,38,37,36,35,34,93,88,81,30.66,30.61,30.48,6,6,6,9,5,,0.00,6,,146
2006-1-5,37,32,26,32,28,25,93,82,75,30.66,30.57,30.48,6,6,6,7,5,,0.00,4,,158
2006-1-6,33,28,24,25,22,19,86,78,65,30.57,30.53,30.48,6,6,6,6,2,,0.00,1,,109
2006-1-7,32,28,24,25,22,19,86,79,69,30.57,30.56,30.54,6,6,6,6,4,,0.00,1,,125
2006-1-8,35,30,26,25,23,19,86,70,60,30.60,30.55,30.51,6,6,6,13,7,,0.00,5,,136
2006-1-9,37,35,33,34,23,-69,87,72,4,30.36,30.12,29.80,6,6,4,41,21,56,0.00,6,Rain-Snow,159
2006-1-10,42,40,37,41,40,36,100,93,87,29.77,29.63,29.42,6,6,2,32,20,46,0.00,6,Rain,178
2006-1-11,46,44,41,45,38,32,93,80,61,29.80,29.49,29.33,6,6,5,30,22,39,0.00,5,Rain-Thunderstorm,230
2006-1-12,44,42,41,39,37,34,87,79,66,30.06,30.04,29.92,6,6,6,30,17,46,0.00,5,Rain,183
2006-1-13,42,42,41,41,37,34,100,84,70,30.12,30.09,30.06,6,6,2,33,27,46,0.00,6,Rain,174
2006-1-14,41,40,39,39,37,34,93,86,76,30.12,30.08,30.01,6,6,4,30,22,50,0.00,6,Rain,168
2006-1-15,42,40,39,37,35,30,87,77,61,30.04,30.03,29.98,6,6,6,23,16,38,0.00,6,Rain,162
2006-1-16,41,38,35,30,25,16,75,60,36,29.98,29.75,29.50,6,6,6,25,16,38,0.00,5,Rain,165
2006-1-17,42,37,32,34,32,27,100,84,53,29.47,29.37,29.33,6,6,1,25,20,41,0.00,6,Rain-Snow,155
2006-1-18,35,34,32,30,27,21,93,79,56,29.95,29.81,29.47,6,6,2,22,7,33,0.00,5,Rain-Snow,137
2006-1-19,37,34,30,34,30,25,93,84,65,29.92,29.78,29.65,6,5,1,25,19,38,0.00,6,Rain-Snow,148
2006-1-20,42,35,28,32,29,25,93,78,57,29.65,29.47,29.30,6,5,1,23,16,44,0.00,6,Rain-Snow,136
2006-1-21,30,29,28,25,21,16,86,72,59,30.51,30.23,29.77,6,6,6,18,6,,0.00,6,Snow,143
2006-1-22,33,32,30,30,25,19,93,75,64,30.60,30.57,30.54,6,6,2,23,18,36,0.00,6,Rain-Snow,159
2006-1-23,37,35,33,34,33,32,93,86,81,30.54,30.50,30.39,6,6,4,28,22,41,0.00,6,Rain-Snow,167
2006-1-24,41,39,37,39,35,28,100,88,70,30.39,30.19,30.12,6,5,2,26,19,38,0.00,5,Rain,156
2006-1-25,37,32,28,30,23,19,81,67,52,30.48,30.37,30.21,6,6,6,16,7,,0.00,1,,31
2006-1-26,33,28,24,25,22,19,80,74,65,30.51,30.47,30.42,6,6,6,6,2,,0.00,1,,30
2006-1-27,37,30,24,23,21,18,80,67,56,30.39,30.36,30.30,6,6,6,14,5,,0.00,2,,52
2006-1-28,39,34,28,30,27,18,81,75,60,30.45,30.42,30.39,6,6,6,6,2,,0.00,6,Snow,89
2006-1-29,39,37,35,37,36,32,100,92,87,30.48,30.47,30.45,6,4,1,5,3,,0.00,6,Fog,142
2006-1-30,39,38,37,37,35,34,93,91,87,30.48,30.41,30.36,6,6,2,7,4,,0.00,6,,144
2006-1-31,39,37,35,36,35,34,93,90,87,30.33,30.27,30.21,6,6,3,6,4,,0.00,6,,156
