
CET,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-2-1,30,24,19,21,16,9,80,66,47,30.83,30.82,30.80,6,6,6,10,2,,0.00,4,,139
2012-2-2,30,29,28,28,24,19,93,82,69,30.80,30.64,30.54,6,6,2,12,9,,0.00,6,Rain-Snow,141
2012-2-3,30,27,24,28,25,23,100,95,86,30.71,30.66,30.54,6,6,1,13,10,,0.00,6,Snow,160
2012-2-4,28,27,26,25,22,18,93,81,69,30.69,30.51,30.30,6,6,6,25,14,37,0.00,6,Snow,150
2012-2-5,33,30,26,30,25,18,93,81,69,30.30,30.20,30.18,6,5,1,33,24,47,0.00,6,Rain-Snow,156
2012-2-6,35,34,32,34,32,28,100,92,81,30.69,30.41,30.15,6,5,2,32,19,44,0.00,6,Rain-Snow-Thunderstorm,162
2012-2-7,33,32,30,30,29,28,93,87,81,30.92,30.84,30.69,6,6,6,13,7,17,0.00,4,Snow,157
2012-2-8,33,32,30,28,26,25,93,79,70,30.92,30.80,30.69,6,6,6,15,11,,0.00,6,,137
2012-2-9,33,32,30,27,24,18,80,71,55,30.80,30.71,30.63,6,6,6,21,15,,0.00,6,Snow,164
2012-2-10,33,32,32,27,24,23,80,72,65,30.80,30.72,30.60,6,6,6,20,17,,0.00,6,Rain-Snow,155
2012-2-11,35,34,32,34,32,27,100,93,80,30.57,30.42,30.33,6,5,2,17,13,,0.00,6,Rain-Snow,148
2012-2-12,37,34,30,34,32,28,100,94,81,30.36,30.33,30.24,6,6,4,7,3,,0.00,5,Fog,54
2012-2-13,39,36,32,36,33,28,100,92,75,30.21,29.92,29.80,6,5,1,18,8,29,0.00,6,Rain-Snow,32
2012-2-14,41,37,33,39,34,27,100,87,65,30.01,29.72,29.56,6,6,3,40,13,53,0.00,6,Rain-Snow,321
2012-2-15,39,36,33,34,29,25,93,74,60,29.95,29.82,29.59,6,6,4,37,21,53,0.00,4,Rain,341
2012-2-16,44,38,33,45,37,34,100,94,76,29.95,29.76,29.71,6,5,2,16,9,,0.00,5,Rain,180
2012-2-17,42,37,32,39,36,32,100,92,76,29.77,29.70,29.50,6,6,3,24,7,36,0.00,5,Rain-Snow,179
2012-2-18,42,38,33,43,36,32,100,93,87,29.50,29.20,29.12,6,6,4,29,15,41,0.00,5,Rain-Snow,221
2012-2-19,33,30,26,32,26,19,100,82,56,30.01,29.74,29.27,6,6,1,28,17,41,0.00,4,Rain-Snow,353
2012-2-20,44,37,30,41,37,30,100,93,87,29.98,29.72,29.53,6,5,1,30,17,41,0.00,6,Rain-Snow,201
2012-2-21,41,36,32,39,33,28,100,83,65,29.95,29.86,29.68,6,6,2,20,9,,0.00,4,Rain,139
2012-2-22,44,40,37,43,39,36,100,91,76,29.71,29.47,29.21,6,6,2,28,16,40,0.00,6,Rain,213
2012-2-23,46,42,37,45,39,36,100,89,81,29.68,29.58,29.39,6,6,2,24,11,37,0.00,6,Rain,241
2012-2-24,46,42,39,41,37,34,93,82,70,29.68,29.59,29.53,6,6,3,29,15,50,0.00,6,Rain,266
2012-2-25,41,37,33,37,35,32,100,89,81,30.06,29.85,29.65,6,6,4,30,12,41,0.00,4,Rain-Snow,342
2012-2-26,37,32,26,32,31,27,100,89,75,30.21,30.14,30.01,6,6,6,17,5,,0.00,4,Fog-Rain,142
2012-2-27,44,40,35,43,41,34,100,95,87,30.01,29.78,29.68,6,5,2,23,14,,0.00,6,Rain,188
2012-2-28,46,44,42,46,45,43,100,97,93,29.98,29.81,29.65,5,1,0,16,10,31,0.00,6,Fog-Rain,236
2012-2-29,46,45,42,45,44,43,100,99,93,30.06,30.02,29.98,6,4,1,10,6,,0.00,6,Fog-Rain,182
