
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1987-4-1,77,58,39,40,37,34,89,48,21,30.14,30.02,29.88,20,20,20,18,5,28,0.00,0,,180
1987-4-2,59,52,45,50,35,23,86,52,29,30.29,30.10,29.93,20,18,15,25,11,36,0.00,5,,346
1987-4-3,63,50,37,30,27,23,70,43,24,30.31,30.23,30.14,20,20,20,12,9,,0.00,1,,1
1987-4-4,64,52,41,42,32,27,70,46,24,30.28,30.19,30.10,20,20,20,17,6,23,0.00,3,,111
1987-4-5,55,50,46,46,43,40,97,75,59,30.23,30.18,30.13,20,13,3,17,9,24,0.14,8,Fog-Rain,75
1987-4-6,62,54,46,46,42,40,97,67,48,30.21,30.16,30.09,20,13,5,17,10,24,0.00,7,Fog-Rain,358
1987-4-7,69,58,48,46,39,32,86,53,27,30.16,30.11,30.06,20,17,10,15,9,22,0.00,2,,323
1987-4-8,73,60,48,43,40,38,74,49,29,30.19,30.11,30.03,20,18,15,15,8,23,0.00,1,,291
1987-4-9,79,64,48,46,44,41,77,50,27,30.08,30.00,29.89,20,19,15,13,5,,0.00,2,,222
1987-4-10,87,72,57,59,53,46,78,56,28,29.94,29.87,29.77,20,16,15,16,11,26,0.00,2,,186
1987-4-11,89,73,57,63,56,50,100,62,34,29.84,29.77,29.63,15,11,0,18,9,30,0.00,3,Fog,181
1987-4-12,82,74,66,66,64,62,90,75,54,29.74,29.69,29.61,15,11,10,17,13,28,0.00,4,,170
1987-4-13,75,68,62,69,53,33,100,62,23,29.98,29.77,29.64,20,11,2,26,10,37,0.31,5,Fog-Rain-Thunderstorm,274
1987-4-14,75,65,55,38,33,29,45,31,18,30.05,30.00,29.95,20,20,20,29,12,40,0.00,0,,297
1987-4-15,88,70,53,45,37,32,51,32,16,30.02,29.94,29.81,20,20,20,12,7,,0.00,0,,259
1987-4-16,90,74,59,49,44,38,60,35,17,29.92,29.83,29.75,20,20,20,12,5,18,0.00,0,,80
1987-4-17,91,74,57,60,50,45,75,45,21,29.83,29.77,29.70,20,19,10,13,4,20,0.00,4,,155
1987-4-18,88,72,57,63,60,50,100,67,42,29.84,29.78,29.73,20,17,7,14,7,,0.00,0,,165
1987-4-19,88,74,61,66,61,52,97,66,36,29.91,29.85,29.81,20,15,3,17,9,25,0.00,5,Fog,172
1987-4-20,88,76,64,67,60,48,100,64,36,30.05,29.98,29.91,20,11,3,18,8,23,0.00,6,Fog,167
1987-4-21,73,66,59,59,54,49,76,62,42,30.21,30.13,30.03,15,14,10,20,8,23,0.00,8,,346
1987-4-22,77,67,57,50,48,45,75,54,34,30.20,30.13,30.04,20,16,10,15,11,,0.00,6,,2
1987-4-23,82,72,62,58,52,46,70,50,36,30.10,30.04,29.97,20,18,15,9,4,,0.00,3,,262
1987-4-24,86,75,64,60,54,45,87,51,26,30.11,30.05,30.00,20,17,15,13,5,,0.00,5,,340
1987-4-25,82,72,63,55,50,46,65,47,28,30.20,30.13,30.09,20,19,15,12,7,,0.00,5,,20
1987-4-26,84,72,60,53,49,44,75,46,24,30.23,30.17,30.13,20,20,20,10,7,,0.00,0,,44
1987-4-27,89,75,61,54,50,46,70,42,22,30.21,30.16,30.11,20,20,20,12,5,,0.00,1,,3
1987-4-28,90,76,63,57,52,47,78,43,23,30.18,30.13,30.07,20,20,20,8,5,,0.00,4,,224
1987-4-29,89,76,62,58,52,49,78,46,26,30.12,30.06,29.98,20,20,20,17,5,25,0.00,2,,180
1987-4-30,86,74,62,65,59,52,97,65,36,30.05,29.98,29.88,20,14,5,15,8,23,0.00,4,Fog,169
