
CEST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1997-4-1,44,42,41,43,39,34,93,85,70,29.74,29.67,29.62,6,6,3,20,17,32,0.00,6,Rain,251
1997-4-2,42,40,39,41,39,36,100,91,81,29.77,29.62,29.30,6,5,3,25,14,38,0.00,6,Rain,231
1997-4-3,39,36,33,34,28,19,93,73,48,29.53,29.38,29.33,6,6,2,26,11,29,0.00,4,Rain-Snow,333
1997-4-4,39,36,32,30,25,19,93,67,49,29.98,29.90,29.74,6,6,1,24,16,38,0.00,4,Snow,343
1997-4-5,42,37,32,25,17,7,70,47,24,29.89,29.73,29.65,6,6,6,18,9,32,0.00,2,,25
1997-4-6,39,37,32,30,23,19,87,59,48,30.39,30.31,30.24,6,6,6,10,6,,0.00,2,Snow,324
1997-4-7,35,34,32,36,31,27,100,90,70,30.42,30.38,30.33,6,4,2,20,11,,0.00,6,Rain-Snow,150
1997-4-8,44,40,37,43,40,37,100,92,87,30.30,30.24,30.18,6,6,2,13,9,,0.00,6,Rain,157
1997-4-9,46,42,39,41,39,36,100,88,66,30.18,30.16,30.12,6,6,2,14,9,,0.00,6,Rain,269
1997-4-10,44,43,42,43,42,41,93,93,87,30.09,29.96,29.74,6,4,1,23,14,31,0.00,6,Rain,293
1997-4-11,44,38,32,36,29,25,76,67,49,30.21,30.05,29.80,6,6,6,23,17,34,0.00,3,,348
1997-4-12,42,40,37,36,32,28,93,74,61,30.27,30.23,30.12,6,6,3,13,8,,0.00,6,Rain,329
1997-4-13,42,40,37,41,40,36,100,94,93,30.06,30.00,29.95,6,5,2,10,4,,0.00,6,Rain,227
1997-4-14,41,38,35,34,27,18,87,65,45,30.15,30.04,29.95,6,6,3,23,16,38,0.00,4,Snow,344
1997-4-15,42,37,32,37,32,28,87,72,57,30.30,30.30,30.27,6,6,6,17,9,,0.00,5,Rain,336
1997-4-16,44,40,37,43,39,37,100,91,81,30.33,30.31,30.30,6,6,5,6,3,,0.00,6,,272
1997-4-17,50,44,39,41,38,32,100,82,70,30.27,30.21,30.15,6,6,6,16,9,,0.00,4,,343
1997-4-18,42,38,33,27,22,18,75,52,36,30.15,30.13,30.09,6,6,6,21,13,32,0.00,2,,354
1997-4-19,42,37,32,27,22,18,75,53,36,30.15,30.14,30.12,6,6,6,16,9,,0.00,1,,3
1997-4-20,41,34,28,34,29,23,86,71,52,30.12,30.00,29.83,6,6,6,18,7,,0.00,5,Rain,205
1997-4-21,39,36,33,36,30,23,100,78,60,29.74,29.59,29.50,6,5,1,38,17,48,0.00,5,Rain-Snow,321
1997-4-22,35,32,28,28,25,21,93,75,56,29.80,29.77,29.74,6,5,0,18,9,31,0.00,3,Snow,337
1997-4-23,41,36,30,36,29,19,100,78,48,29.74,29.69,29.65,6,6,1,17,8,,0.00,5,Snow,223
1997-4-24,46,40,33,36,29,19,100,69,37,29.68,29.46,29.33,6,6,2,10,5,,0.00,3,Rain-Snow,30
1997-4-25,44,38,33,27,25,21,70,56,46,30.06,30.00,29.86,6,6,6,16,9,,0.00,2,,346
1997-4-26,44,37,30,36,26,19,93,58,37,30.04,29.99,29.95,6,6,6,9,6,21,0.00,3,,216
1997-4-27,50,42,33,32,27,25,93,50,37,29.92,29.84,29.77,6,6,6,9,6,,0.00,4,,177
1997-4-28,57,50,44,45,31,27,67,46,41,29.65,29.50,29.42,6,6,6,10,7,,0.00,5,,118
1997-4-29,57,48,39,55,38,36,100,61,44,29.83,29.66,29.47,6,6,6,10,4,,0.00,1,,319
1997-4-30,48,44,39,45,42,37,100,94,82,30.12,30.07,29.95,6,3,0,14,8,,0.00,5,Fog-Rain,187
