
CET,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1997-2-1,35,30,24,25,22,18,86,67,52,30.45,30.38,30.24,6,6,6,18,8,,0.00,4,,157
1997-2-2,39,36,33,36,32,27,100,86,65,30.06,29.97,29.89,6,6,4,29,20,43,0.00,5,Rain-Snow,175
1997-2-3,41,38,35,39,35,32,100,87,75,29.98,29.72,29.36,6,6,4,36,21,51,0.00,6,Rain-Snow,185
1997-2-4,37,32,28,34,30,25,100,88,75,29.53,29.49,29.44,6,6,3,16,10,28,0.00,5,Rain-Snow,276
1997-2-5,39,36,32,36,30,21,100,84,52,29.74,29.67,29.53,6,6,1,16,10,,0.00,5,Rain-Snow,286
1997-2-6,44,40,37,43,36,25,100,87,53,29.89,29.73,29.47,6,5,4,32,19,46,0.00,6,Rain,172
1997-2-7,46,40,35,39,32,28,87,77,61,29.56,29.52,29.44,6,6,2,29,19,50,0.00,4,Rain-Snow-Hail-Thunderstorm,259
1997-2-8,42,40,37,41,34,21,100,80,45,29.89,29.79,29.68,6,5,2,25,17,39,0.00,6,Rain,242
1997-2-9,44,42,41,43,40,37,100,88,76,29.68,29.51,29.36,6,4,1,26,20,40,0.00,7,Rain,239
1997-2-10,41,40,39,39,36,30,93,85,70,29.56,29.14,28.82,6,6,3,23,15,37,0.00,5,Rain,161
1997-2-11,41,39,37,36,32,28,87,74,61,29.30,29.19,28.94,6,6,6,25,16,41,0.00,4,Rain-Thunderstorm,279
1997-2-12,42,38,35,37,35,32,100,88,75,29.39,29.32,29.18,6,6,6,9,7,,0.00,3,,148
1997-2-13,37,34,30,27,21,19,86,59,48,29.06,28.97,28.91,6,6,6,6,2,,0.00,5,,100
1997-2-14,33,30,28,32,30,25,100,95,86,29.47,29.28,29.12,6,3,1,10,8,,0.00,6,Rain-Snow,137
1997-2-15,30,28,26,28,26,23,100,89,80,30.06,29.79,29.56,6,4,0,17,12,,0.00,5,Rain-Snow-Hail,114
1997-2-16,35,32,28,25,19,16,80,58,48,30.15,30.06,29.89,6,6,6,24,12,37,0.00,6,Snow,149
1997-2-17,42,38,35,23,19,16,49,44,39,29.74,29.58,29.27,6,6,6,37,27,60,0.00,6,,153
1997-2-18,41,39,37,39,37,36,93,91,81,29.42,29.16,29.03,6,6,6,25,18,46,0.00,6,Rain,169
1997-2-19,41,39,37,34,30,21,87,69,49,29.68,29.43,28.85,6,6,6,31,14,52,0.00,5,Rain-Snow,171
1997-2-20,42,38,35,37,33,28,100,77,61,29.27,29.19,29.00,6,6,4,25,18,41,0.00,6,Rain-Snow-Thunderstorm,231
1997-2-21,41,38,35,36,33,28,100,82,61,29.62,29.28,28.97,6,6,2,20,12,31,0.00,5,Rain,246
1997-2-22,46,42,37,43,42,36,93,92,87,29.53,29.51,29.47,6,5,2,24,20,,0.00,7,Rain,205
1997-2-23,44,40,37,43,39,34,100,86,70,29.36,29.19,29.03,6,5,2,36,24,48,0.00,5,Rain,204
1997-2-24,42,40,37,39,36,28,93,84,65,28.94,28.73,28.65,6,6,4,30,19,41,0.00,6,Rain,175
1997-2-25,39,38,37,39,35,30,100,86,75,28.62,28.49,28.44,6,6,6,25,11,37,0.00,5,Rain,165
1997-2-26,37,34,32,30,27,23,93,71,56,29.68,29.32,28.91,6,5,1,28,21,39,0.00,5,Rain-Snow,323
1997-2-27,39,36,32,37,31,23,93,79,69,30.04,29.98,29.83,6,6,6,138,16,32,0.00,5,Rain-Snow,151
1997-2-28,44,43,42,43,41,34,100,90,70,29.62,29.56,29.53,6,5,3,28,21,40,0.00,6,Rain,206
